data_id,keep,tear_gas_context,notes
7600190,1,bottles at police Police used pepper spray and flash bang,"On 2 June 2020, more than 1000 people staged a demonstration at West Middle School in Brockton (Massachusetts) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Later that night, a group gathered outside the police station and rioters threw fireworks, bricks, rocks and frozen bottles at police. Police used tear gas, pepper spray and flash-bang grenades to control the crowd. No arrests were reported. A Boston Globe reporter was targeted with pepper spray. [size=more than 1000]"
7599946,1,police in Minneapolis Police used and mace after the curfew,"On 2 June 2020, people gathered as part of the Black Lives Matter movement in Colorado Springs (Colorado) over the killing of George Floyd, a black man killed by police in Minneapolis. Police used tear gas and mace after the curfew began, deliberately spraying two journalists, and demonstrators threw objects at the police. [size=no report]"
7751761,1,to disperse and police used Five people were arrested size,"On 2 June 2020, an unreported number of people demonstrated in Waterloo (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. One demonstrator struck and damaged a police car with a rock. Another demonstrator struck a Waterloo-Cedar Falls Courier reporter in the back of the head. The crowd refused to disperse and police used tear gas. Five people were arrested. [size=no report]"
8373607,1,of George Floyd Police used and pellets to disperse the,"On 2 June 2020, about 2,000 protesters gathered in Washington DC (District of Columbia) as part of a demonstration in support of Black Lives Matter and in opposition to police brutality and the killing of George Floyd. Police used tear gas and pellets to disperse the crowd. One journalist was struck by a rubber bullet, and another journalist was targeted with tear gas. [size=about 2,000]"
8373607,1,another journalist was targeted with size about 2 000,"On 2 June 2020, about 2,000 protesters gathered in Washington DC (District of Columbia) as part of a demonstration in support of Black Lives Matter and in opposition to police brutality and the killing of George Floyd. Police used tear gas and pellets to disperse the crowd. One journalist was struck by a rubber bullet, and another journalist was targeted with tear gas. [size=about 2,000]"
7599976,1,protesters with rubber bullets and size no report,"On 2 June 2020, protesters gathered as part of the Black Lives Matter movement in Spokane (Washington) in support of the Black Lives Matter movement and against the killing of George Floyd. Police dispersed protesters with rubber bullets and tear gas. [size=no report]"
7604585,1,cornered the demonstrators and used to disperse them size nearly,"On 2 June 2020, nearly 200 demonstrators marched in Charlotte (North Carolina) for Black Lives Matter. Police officers cornered the demonstrators and used tear gas to disperse them. [size=nearly 200]"
8478611,1,dispersed crowds using pepper spray flash bangs and rubber bullets,"On 2 June 2020, approximately two hundred people gathered in Capitol Hill in Seattle (Washington) to stage an interfaith rally in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators gathered in Westlane Park, walked to Capitol Hill, and requested a meeting with Seattle's mayor. In the course of the demonstration several police vehicles were burned and several stores were looted. Police dispersed crowds using pepper spray, tear gas, flash bangs and rubber bullets. A journalist covering the event was hit in the chest with a crowd-control projectile and was targeted with pepper balls, despite trying to identify herself as press. [size=roughly two hundred]"
7600032,1,painted some buildings Police used and mace pellets to disperse,"On 2 June 2020, about a hundred people demonstrated in Kalamazoo (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters smashed windows and spray painted some buildings. Police used tear gas and mace pellets to disperse the crowd. [size=about a hundred]"
7600038,1,cocktails at police Police used size thousands,"On 2 June 2020, thousands of people marched in Milwaukee (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when people threw glass, rocks and Molotov cocktails at police. Police used tear gas. [size=thousands]"
7600041,1,intervened with pepper balls and Four people were arrested size,"On 2 June 2020, an unreported number of people demonstrated in Tulsa (Oklahoma) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators reportedly caused damage to businesses. The police and National Guard intervened with pepper balls and tear gas. Four people were arrested. [size=no report]"
8362681,1,Arkansas State Police troopers used to break up the protest,"On 2 June 2020, a crowd protested in Little Rock (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police and Arkansas State Police troopers used tear gas to break up the protest. Two journalists were detained and threatened with arrest after identifying as media. 28 people have been arrested for protesting at Broadway and 3rd street. [size=no report]"
7753679,1,Police used flash grenades and and arrested 12 people size,"On 2 June 2020, an unreported number of people demonstrated in Wichita (Kansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Counter-demonstrators engaged demonstrators in a fight. Demonstrators threw glass bottles, water bottles, and rocks at police and damaged a patrol car. At least 1 business was looted. Shots were fired. Police used flash grenades and tear gas and arrested 12 people. [size=no report] [counter-demonstration]"
8425228,1,police officers who responded with and flash bangs Some property,"On 1 June 2020, an unknown number of people staged a demonstration in Charlotte (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when rioters used machetes, bats, explosives and firearms to threaten police officers who responded with tear gas and flash bangs. Some property damage occurred. 27 people were arrested. [size=no report] [armed]"
8425230,1,officers The officers responded with and no arrests were made,"On 1 June 2020, an unknown number of people demonstrated in Bentonville (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. After dark, demonstrators began throwing water bottles, firecrackers, and rocks at officers. The officers responded with tear gas and no arrests were made. A group of armed Boogaloo Boys were present at the site. At least one carried an AR-15. [size=no report] [armed presence] [armed]"
7698717,1,for disorderly conduct Police used and flash bombs to control,"On 1 June 2020, nearly 400 people staged a protest in Lafayette (Indiana) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Some police knelt with protesters after an invitation was extended. At night, police intervened and arrested a handful of people for disorderly conduct. Police used tear gas and flash bombs to control the crowd. No injuries reported. [size=nearly 400]"
7599663,1,the remaining demonstrators and used rubber bullets and smoke canisters,"On 1 June 2020, more than a thousand people staged a demonstration in Pittsburgh (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. After the main march, about 100 rioters broke windows and threw water bottles and rocks at police officers. Police intervened against the remaining demonstrators and used tear gas, rubber bullets, and smoke canisters to disperse the crowd. At least four people were arrested. [size=more than 1000]"
7599667,1,and officers Police intervened with pepper balls and flashbangs to,"On 1 June 2020, about 250 people demonstrated in Olympia (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. There were two demonstrations, one of them with about 150 people gathered at Capital Mall is West Olympia for a rally. The other group of more than 100 gathered at City Hall. Later both groups merged, forming a group of several hundred people. The mayor joined the crowd and kneeled with them. The demonstration turned violent when rioters threw glass bottles and rocks at the City Hall building and officers. Police intervened with tear gas, pepper balls and flashbangs to disperse the crowd. Some people were arrested. [size=about 250]"
7599426,1,Arkansas State Police troopers used to break up the demonstrators,"On 1 June 2020, a crowd held a demonstration in Little Rock (Arkansas) as part of the Black Lives Matter movement in the wake of the death of George Floyd, a black man killed by police in Minneapolis. Police and Arkansas State Police troopers used tear gas to break up the demonstrators and a reporter was assaulted while broadcasting live by demonstrators. [size=no report]"
7599431,1,Black Lives Matter Police fired and rubber bullets to break,"On 1 June 2020, hundreds of demonstrators protested and then threw objects at police in Asheville (North Carolina) against the death of George Floyd, a black man killed by police in Minneapolis, for Black Lives Matter. Police fired tear gas and rubber bullets to break up the gathering and the National Guard was deployed in late evening, 11 people were arrested. [size=hundreds]"
7751759,1,Minneapolis Riot police later fired and pepper balls at demonstrators,"On 1 June 2020, a peaceful Black Lives Matter protest was held in Louisville (Kentucky) in the wake of the death of George Floyd, a Black man killed by police in Minneapolis. Riot police later fired tear gas and pepper balls at demonstrators and at least one member of the press, who was hit with a pepper ball. [size=no report]"
7599439,1,2020 police forces intervened with and smoke grenades to disperse,"On 1 June 2020, police forces intervened with tear gas and smoke grenades to disperse a student-led demonstration in Clayton (California) over the killing of George Floyd by police as part of the Black Lives Matter movement. [size=no report]"
7599695,1,at police Police intervened with smoke rounds flash grenades and,"On 1 June 2020, an unreported number of people staged a demonstration in Wichita (Kansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. At night, the demonstration turned violent when rioters damaged property, vandalized stores by breaking windows and threw cinder blocks, rocks, bottles and other objects at police. Police intervened with tear gas, smoke rounds, flash grenades and foam bullets. A demonstrator reportedly shot at an officer during the event. The individual was later arrested and charged. Two other people were arrested and three officers received minor injuries. [size=no report]"
7599714,1,spraying painting buildings Police used to control the crowd No,"On 1 June 2020, an unreported number of people staged a demonstration in Kalamazoo (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters smashed windows, destroyed property and spraying-painting buildings. Police used tear gas to control the crowd. No arrests reported. [size=no report]"
8200057,1,the use of bean bags and pepper spray against peaceful,"On 1 June 2020, hundreds of people demonstrated in Philadelphia (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. On 1-676, one police officer pepper-sprayed demonstrators in the face after pulling down their masks. Another struck a Temple University student in the head with a baton in downtown Philadelphia. The police response to the demonstration was excessive by their own admission and city leaders issued an apology for the use of bean bags, tear gas, and pepper spray against peaceful demonstrators. [size=at least 200]"
7599485,1,with the protesters Police fired and wooden and rubber bullets,"On 1 June 2020, people protested in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The police chief and the mayor walked with the protesters. Police fired tear gas and wooden and rubber bullets to disperse the crowd. Three Ohio State University student reporters were allegedly sprayed, even though they said they had press passes. Hundreds of Christians also rallied in the morning. [size=hundreds]"
7599486,1,police fired rubber bullets and at two journalists size thousands,"On 1 June 2020, thousands gathered and marched in Denver (Colorado) as part of the Black Lives Matter movement to protest the killing of George Floyd at the hands of police. 83 people were arrested for protesting after the curfew and police fired rubber bullets and tear gas at two journalists. [size=thousands]"
7599749,1,Floyd Police intervened by firing to disperse the crowd No,"On 1 June 2020, an unreported number of people staged a protest in Beavercreek (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened by firing tear gas to disperse the crowd. No arrests were reported. [size=no report]"
7599504,1,1 June 2020 police used to disperse a Black Lives,"On 1 June 2020, police used tear gas to disperse a Black Lives Matter protest in Richmond (Virginia) in the wake of the death of George Floyd, a black man killed by police in Minneapolis. [size=no report]"
7599782,1,George Floyd Police intervened with to clear protesters from the,"On 1 June 2020, an unreported number of people marched towards Falmouth Bridge in Fredericksburg (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened with tear gas to clear protesters from the bridge. No arrests or injuries were reported. [size=no report]"
7599569,1,Matter movement Police intervened with and shooting non lethal projectiles,"On 1 June 2020, about 100 people demonstrated and demonstrators looted stores in Madison (Wisconsin) in support of the Black Lives Matter movement. Police intervened with tear gas and shooting non-lethal projectiles at demonstrators. [size=about 100]"
7599585,1,George Floyd Police intervened with and at one point raided,"On 1 June 2020, about 1000 people staged a protest in Des Moines (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened with tear gas and at one point raided a bar. A Des Moines Register reporter who identified herself as a journalist was pepper-sprayed directly into her face by an officer. 64 people were arrested. [size=about 1000]"
7599587,1,police in Minneapolis Police used to disperse the demonstrators and,"On 1 June 2020, people staged a protest in Salem (Oregon) in support of the Black Lives Movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. Police used tear gas to disperse the demonstrators and arrested a total of 14 people on charges of riot and interfering with a peace officer on 31 May and 1 June. [size=no report]"
7599853,1,different establishments Police forces used to disperse demonstrators with some,"On 1 June 2020, people demonstrated in Walnut Creek (California) in support of the Black Lives Matter movement, against police brutality, and the death of George Floyd. The demonstration turned violent later that night with a group of demonstrators looting different establishments. Police forces used tear gas to disperse demonstrators, with some of them reporting being attacked by police dogs, and arrested at least one person. [size=no report]"
7740406,1,to disperse the crowd with and pepper balls arrested a,"On 1 June 2020, people demonstrated and demonstrators vandalized stores and threw rocks at police in Tulsa (Oklahoma) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. The police tried to disperse the crowd with tear gas and pepper balls, arrested a large number of people, and called in the Oklahoma National Guard. [size=no report]"
8425217,1,trash cans overturned Police used to disperse the crowds Three,"On 31 May 2020, hundreds of people marched in Greensboro (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A firework was set off, business windows were broken and trash cans overturned. Police used tear gas to disperse the crowds. Three members of the Stokes County Militia were present and armed with handguns and rifles. The claimed that they were there to ''defend demonstrators'' and if need be defend ''private property''. [size=hundreds] [armed presence] [armed]"
8425220,1,nearby businesses Police personnel deployed and mace to disperse the,"On 31 May 2020, people staged a march and held a demonstration outside a restaurant in Lynchburg (Virginia) against a racist tweet made by a restaurant owner, as well as in support of the Black Lives Matter movement and against police brutality. Armed militia members were present inside the restaurant and on the roof of the restaurant building during the demonstration. A man later pled guilty to 'inciting a riot' by throwing an explosive device under a car that demonstrators believed were shots fired by militia members. Militia members denied shooting at demonstrators from the outset. Police stated that the demonstrators smashed windows of police cars and hurled stones at nearby businesses. Police personnel deployed tear gas and mace to disperse the demonstrators. Two demonstrators were arrested. [size=no report] [armed presence] [armed]"
7717135,1,journalists were also sprayed with and shot at with rubber,"On 31 May 2020, thousands of people participated in a demonstration in Minneapolis (Minnesota) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A truck intentionally drove into the crowd after bypassing a traffic barrier. Some demonstrators pulled the driver out of the car and assaulted him, while others tried to prevent demonstrators from using violence. The man scuffled with demonstrators and was treated for minor injuries. The police took the driver into custody and charged with assault before releasing him. Police arrested 276 demonstrators, including some journalists, due to breach of curfew. National Guard units were on the ground in Minneapolis and St. Paul to support the police. Some journalists were also sprayed with tear gas and shot at with rubber bullets by the police. [size=thousands] [car ramming]"
7740176,1,for James Scurlock Police fired to disperse the demonstrators and,"On 31 May 2020, people staged a demonstration in Omaha (Nebraska) in support of the Black Lives Movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis, as well as demanded justice for James Scurlock. Police fired tear gas to disperse the demonstrators and arrested around 130 demonstrators. [size=no report]"
7717139,1,Police used beanbag rounds and to disperse the crowd Three,"On 31 May 2020, hundreds of people staged a demonstration in El Paso (Texas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent in the evening and the crowd clashed with police officers. According to the Police Department, two officers were injured by projectiles thrown by demonstrators. Police used beanbag rounds and tear gas to disperse the crowd. Three people were arrested. [size=hundreds]"
7599398,1,resulted in police officers deploying 2 people were detained and,"On 31 May 2020, an unreported number of people staged a march in Fairmont (West Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A verbal confrontation between an officer and a demonstrator resulted in police officers deploying tear gas. 2 people were detained and later released. [size=no report]"
7599399,1,police officers who responded with size 250 300,"On 31 May 2020, 250-300 people staged a march in Fredericksburg (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. People threw rocks at police officers who responded with tear gas. [size=250-300]"
7599403,1,of George Floyd Police deployed several times after demonstrators did,"On 31 May 2020, hundreds of people marched in Wilmington (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police deployed tear gas several times after demonstrators did not disperse. A state of emergency was announced. [size=hundreds]"
8363308,1,at the police Police fired to disperse the crowd Businesses,"On 31 May 2020, hundreds of demonstrators gathered in Ferguson (Missouri) over the death of George Floyd and as part of the Black Lives Matter movement. They threw fireworks, rocks, and bottles at the police. Police fired tear gas to disperse the crowd. Businesses were damaged during the riot. [size=hundreds]"
8004909,1,with demonstrators and looters using and less lethal rounds which,"On 31 May 2020, thousands of people demonstrated in Long Beach (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police forces clashed with demonstrators and looters, using tear gas and less-lethal rounds which injured a journalist in the neck, shattered a woman's finger above the knuckle, and injured others. Around 75 people were arrested. Two people threw two Molotov cocktails at a business, starting a fire that destroyed the property. [size=thousands]"
7740215,1,of George Floyd Police used and rubber bullets to disperse,"On 31 May 2020, demonstrators clashed with the police in Sacramento (California), as part of national unrest in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police used tear gas and rubber bullets to disperse the crowd and 50 people were arrested. It was later reported that a public defender was shot with a pepper ball and rubber bullet. A group of demonstrators vandalized some stores following the demonstration and 25 people were arrested. [size=no report]"
8365111,1,at officers who responded with and rubberized munitions Four people,"On 31 May 2020, 120 to 150 people staged a Black Lives Matter demonstration at the Municipal Building in Asheville (North Carolina) against the death of George Floyd. They threw flares and fireworks at vehicles and tried to stop the flow of traffic traveling at 55 mph. They damaged properties and also threw rocks, fireworks, and other objects at officers, who responded with tear gas and rubberized munitions. Four people were arrested. [size=120-150]"
7599163,1,and police responded by spraying arresting several demonstrators size no,"On 31 May 2020, people staged a demonstration in Tukwila (Washington) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd, a black man killed by police in Minneapolis. The demonstration turned violent when people looted several stores and police responded by spraying tear gas, arresting several demonstrators. [size=no report]"
7599191,1,police brutality The police deployed to disperse the crowd after,"On 31 May 2020, at least 400 people took part in demonstrations in multiple locations in Dallas (Texas) in support of the Black Lives Matter movement and against police brutality. The police deployed tear gas to disperse the crowd after demonstrators blocked the West 7th Street Bridge. More than 120 people were arrested. [size=at least 400]"
7599197,1,confrontation with police Police used to disperse the last 24,"On 31 May 2020, at least 200 people, joined by a pastor and a Greenville County sheriff, gathered and marched in multiple locations in Greenville (South Carolina) in support of the Black Lives Matter movement and against police brutality. A small group engaged in a brief and inconsequential confrontation with police. Police used tear gas to disperse the last 24 protesters on Main Street. [size=at least 200]"
7599198,1,onto Interstate 40 Police used and rubber bullets against protesters,"On 31 May 2020, hundreds of people protested at the Faulkner County courthouse in Conway (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. They marched onto Interstate 40. Police used tear gas and rubber bullets against protesters. At least four people were arrested. [size=hundreds]"
8362596,1,the police who responded with Two people were arrested for,"On 31 May 2020, hundreds of demonstrators gathered for a vigil to honour George Floyd in Murfreesboro (Tennessee) and in support of the Black Lives Matter movement and against police brutality. As night fell, some of the demonstrators clashed with the police, who responded with tear gas. Two people were arrested for violating the curfew. [size=hundreds]"
7668840,1,to use flash bangs and to disperse the crowd and,"On 31 May 2020, thousands of people demonstrated in Portland (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. A group of demonstrators later in the day threw water bottles at police officers and set off fireworks and 'aerial mortars', prompting police to use flash bangs and tear gas to disperse the crowd and arrest 14. [size=thousands]"
8362605,1,note taking Police also fired at demonstrators and took some,"On 31 May 2020, hundreds of people rioted in Atlanta (Georgia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters broke the windows at the College Football Hall of Fame and looted properties, hurling bins and other objects and burning a police car. A journalist was detained while covering a demonstration in Atlanta (Fulton, Georgia). Police confiscated his belongings, including his phone and pen for note-taking. Police also fired tear gas at demonstrators and took some people into custody. [size=hundreds]"
7740281,1,of George Floyd Rioters threw Police intervened and arrested more,"On 31 May 2020, people demonstrated in Cincinnati (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters threw tear gas. Police intervened and arrested more than 100 in violation of the curfew. [size=no report]"
7598969,1,demonstration Police forces retaliated with batons and rubber bullets One,"On 31 May 2020, hundreds of demonstrators smashed police car windows, stole items, pushed cars around, and hurled rocks and Molotov cocktails in West Philadelphia (Pennsylvania) following a Black Lives Matter demonstration. Police forces retaliated with tear gas, batons, and rubber bullets. One journalist was struck by a police baton and another journalist was arrested. Twelve people were arrested overall. [size=hundreds]"
7598972,1,the curfew Police forces used and pepper spray before the,"On 31 May 2020, about 200 people held a protest in Richmond (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. It was the first night of curfew and 35 minutes before it came into effect, police announced the curfew. Police forces used tear gas and pepper spray before the curfew took effect. More than 200 people were arrested. One reporter from NBC12 had officers approach her with their guns pulled and told to get onto the ground, then grabbed at. Another journalist was pepper sprayed in the face after identifying as press with badge. An officer pepper-sprayed into the open window of a person who was recording from inside their apartment. [size=about 200]"
8478605,1,Columbia after the police fired into a crowd of more,"On 31 May 2020, demonstrators started a fire near the White House, looted several stores in a shopping center, and set fire in a church in Washington DC-National Mall (District of Columbia) after the police fired tear gas into a crowd of more than 1000 people. One person was shot in the eye by police with a rubber bullet and required surgery. Eleven journalists were injured by the police and one by demonstrators. [size=more than 1000]"
7740310,1,police car Police intervened using and arrested about 50 people,"On 31 May 2020, people demonstrated in Kansas City (Kansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters broke windows, threw rocks and bottles to police officers and set fire to a police car. Police intervened using tear gas and arrested about 50 people and 10 people were injured. [size=no report]"
8051865,1,Floyd s death Police used and pepper spray on demonstrators,"On 31 May 2020, several hundred demonstrators damaged property and attempted to occupy a bridge in downtown Memphis (Tennessee) to show support for the Black Lives Matter movement in the wake of George Floyd's death. Police used tear gas and pepper spray on demonstrators as well as made multiple arrests. Police pushed a journalist with a riot shield several times and forced her to go home after she attempted to film the arrests. [size=several hundred]"
7599007,1,the use of pepper spray and rubber bullets as well,"On 31 May 2020, a small group staged a demonstration in Lincoln (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a black man killed by police. The demonstration turned violent when a group of demonstrator broke store windows and threatened police officers, prompting the use of pepper spray, tear gas, and rubber bullets, as well as the detainment and injury of a journalist. [size=small]"
7610536,1,brutality Police intervened and fired and rubber bullets before they,"On 31 May 2020, people staged a protest in Raleigh (North Carolina) in support of the Black Lives Matter movement and against police brutality. Police intervened and fired tear gas and rubber bullets before they rushed protesters. One journalist was injured by a rubber bullet while reporting on the protest. [size=no report]"
8362667,1,police deployed pepper balls and to disperse the crowd Several,"On 31 May 2020, a group of people, including faith leaders, demonstrated outside the Statehouse in Indianapolis (Indiana) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. In the evening, police deployed pepper balls and tear gas to disperse the crowd. Several people were arrested by the police. Two women filed a federal lawsuit in June after a video showed that one was hit by multiple batons until she fell to the ground, while the other was shoved hard to the ground before being arrested. Two officers were indicted on charges related to excessive force by a grand jury, according to an announcement on 12 August. [size=no report]"
7599282,1,buildings were vandalized Police fired into the crowd size around,"On 31 May 2020, around 100 people staged a demonstration in Green Bay (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Later, a gas station was looted and buildings were vandalized. Police fired tear gas into the crowd. [size=around 100]"
7605172,1,and dispersed the crowd with flashbangs and less lethal force,"On 31 May 2020, more than 100 people demonstrated in Vallejo (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when the group arrived outside the Vallejo police headquarters and began throwing rocks and bottles at police. A police vehicle was damaged after a rock was thrown into the windshield. Officers intervened and dispersed the crowd with tear gas, flashbangs, and less lethal force. [size=more than 100]"
7599036,1,the demonstrators using rubber bullets and other non lethal munitions,"On 31 May 2020, about 200 people demonstrated in Santa Rosa (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a Black man killed by police in Minneapolis. The demonstration turned violent after a few demonstrators began throwing water bottles at police officers. Several demonstrators broke windows of businesses and reportedly looted businesses. Police dispersed the demonstrators using rubber bullets, tear gas, and other non-lethal munitions, causing serious injuries to several demonstrators. [size=about 200]"
7599040,1,looted Police officers responded with A SUV drove through a,"On 31 May 2020, thousands of people marched from Nubian Square to the Massachusetts Statehouse in Boston (Massachusetts) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Later, tensions rose and people started to throw water bottles to the police, set fire to a police car and dumpsters. Small stores were smashed and looted. Police officers responded with tear gas. A SUV drove through a crowd, injuring at least one person. At least 40 people were arrested. [size=thousands] [car ramming]"
7599299,1,of businesses Police officers used and fireworks to disperse the,"On 31 May 2020, an unreported number of people marched in Erie (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. People vandalized and broke windows of businesses. Police officers used tear gas and fireworks to disperse the crowd. A police officer kicked someone in the chest while the person was on the ground. The officer was suspended without pay for 3 days and was put on desk duty pending completion of sensitivity training. Erie was placed under a state of emergency after the riot. 1 man was reportedly shot in his thigh. Firefighters extinguished a small fire. [size=no report]"
8364997,1,Police used sound devices and to disperse the crowd At,"On 31 May 2020, demonstrators took part in a Black Lives Matter demonstration at Town Common in Greenville (North Carolina) and marched to the Greenville Police Department. Some demonstrators threw rocks, bricks, and bottles at officers and destroyed 10 patrol cars and 13 police cars. They also damaged 31 businesses (mainly broken glass) and set two small fires. Police used sound devices and tear gas to disperse the crowd. At least two people were arrested. [size=no report]"
7695558,1,Floyd s death Police fired and non lethal rounds to,"On 31 May 2020, more than 1000 people gathered for a demonstration in Tampa (Florida) to support the Black Lives Matter movement in the wake of George Floyd's death. Police fired tear gas and non-lethal rounds to break up the crowd after the demonstrators attempted to block an interstate ramp. Demonstrators pulled trashcans into the street and threw water bottles and other objects at police cars, with one person using a baseball bat. As the demonstration continued later into the night, police moved to retake an intersection that demonstrators had blocked with burning tires, firing bean bag rounds at the remaining demonstrators. The demonstrators kicked police cars and threw bottles, after which police fired more rubber bullets and pepper spray at the crowd. Three demonstrators were shot by rubber bullets in the head. [size=more than 1000]"
7599048,1,with police officers who used to disperse them size at,"On 31 May 2020, people held a demonstration in Walnut Creek (California) in support of the Black Lives Matter movement. The demonstration turned violent when about 600 demonstrators started looting a number of establishments across the city, clashing with police officers who used tear gas to disperse them. [size=at least 600]"
7599305,1,injuring an officer Police deployed and rubber bullets and made,"On 31 May 2020, around 300 people demonstrated at Southlake Mall in Hobart (Indiana) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The Lake County Tactical Unit team was deployed to aid police. Demonstrators threw a plastic water bottle filled with rocks at police, injuring an officer. Police deployed tear gas and rubber bullets and made 10 arrests. [size=around 300]"
7603916,1,buildings prompting police to used and rubber bullets and made,"On 31 May 2020, hundreds of people demonstrated in Oklahoma City (Oklahoma) over the death of George Floyd, a black man killed by police in Minneapolis. Some demonstrators threw fireworks at police and vandalized and broke the windows of some buildings, prompting police to used tear gas and rubber bullets and made 25 arrests after curfew went into effect. [size=hundreds]"
7599054,1,demonstrators to disperse they deployed chased demonstrators and arrested people,"On 31 May 2020, hundreds of people demonstrated for the third consecutive day in Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators also focused on police brutality against LGBT and indigenous communities. After police asked demonstrators to disperse, they deployed tear gas, chased demonstrators, and arrested people at the scene including a journalist with the Detroit News. [size=hundreds]"
7599313,1,street Demonstrators were sprayed with after the police warned them,"On 31 May 2020, more than 150 people demonstrated at the State Capitol building in Little Rock (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Fires were set at night on a street. Demonstrators were sprayed with tear gas after the police warned them to leave the area. One man was injured after being hit in the eye with a tear gas cannister. [size=more than 150]"
7599313,1,in the eye with a cannister size more than 150,"On 31 May 2020, more than 150 people demonstrated at the State Capitol building in Little Rock (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Fires were set at night on a street. Demonstrators were sprayed with tear gas after the police warned them to leave the area. One man was injured after being hit in the eye with a tear gas cannister. [size=more than 150]"
7599320,1,onto Interstate 4 Police used to disperse them size no,"On 31 May 2020, an unreported number of people demonstrated in Orlando (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Orange County Sheriff knelt with the demonstrators to show his support. Demonstrators threw rocks, bottles and construction equipment and marched onto Interstate 4. Police used tear gas to disperse them. [size=no report]"
7599322,1,set on fire Police used against demonstrators size no report,"On 31 May 2020, an unknown number of people demonstrated in Racine (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The Thelma Orr Community Policing House was set on fire. Police used tear gas against demonstrators. [size=no report]"
