data_id,keep,target,context,notes
8425002,0,pepper,counter protesters with a gun spray and a knife but,"On 22 July 2020, people, some armed, gathered for a ''Keep Gresham Sound--Take the BLM flag down'' rally in Gresham (Oregon) against the decision to fly a Black Lives Matter flag at city hall and in support of ''all lives matter.'' Black Lives Matter counter-protesters appeared. All lives matter protesters threatened counter-protesters with a gun, pepper spray and a knife, but there were no altercations or arrests. [size=no report] [counter-demonstration] [armed]"
8478383,1,pepper,from a riot gun and balls size thousands,"On 21 July 2020, thousands of people demonstrated in Portland-Downtown (Oregon) in support of the Black Lives Matter movement and against police brutality. At night, people started hitting the Federal Courthouse's exterior glass doors using hammers, crowbars, and other pry tools until they could break it. Minutes later, federal agents wearing camouflage and dark Homeland Security uniforms started dispersing demonstrators using control munitions and tear gas. At 12:30 am, fires were set outside the Courthouse. Federal forces continued to disperse the demonstrators, who reacted by collecting objects and road barricades to use as shields, advancing towards the Federal Courthouse. Demonstrators vandalized and spray painted the Courthouse and other buildings and stores nearby. At 1:45 am, federal forces dispersed the demonstrators who lit fires in Lownsdale Square. The disturbances continued until the early morning hours. Portland Police Department stated that local officers did not engage in any activity with demonstrators nor used tear gas or arrested anybody that night. Federal forces arrested five people for failing to comply with a lawful order. Two journalists reported being targeted by federal officers and hit with impact munitions, including 'universal projectile ammunition' from a 'riot gun' and pepper balls. [size=thousands]"
7596684,1,pepper,person for assault and used balls size no report,"On 19 July 2020, people staged a anti-police protest organized by Denver Homeless Out Loud, Aurora Copwatch, and the Party for Socialism and Liberation, at the Civic Center in Denver (Colorado). Police officers in riot gears turned up and formed lines in the front and the back of the Civic Center. However, police arrested one person for assault and used pepper balls. [size=no report]"
8425134,1,pepper,armed Police forces intervened with spray and three armed participants,"On 19 July 2020, a few dozen people staged an anti-mask demonstration in Albuquerque (New Mexico) against a government mandate to use masks in public places amid the coronavirus pandemic. The demonstration grew unruly when anti-mask demonstrators clashed with counterdemonstrators supporting the BLM movement and the mask mandate. 10 participants present at the dueling demonstrations were armed. Police forces intervened with pepper spray and three armed participants (from both sides) were arrested. [size=more than a few dozen] [counter-demonstration] [armed]"
8478384,1,pepper,officers intervened using tear gas balls and impact munitions Two,"On 19 July 2020, about 100 women wearing yellow, donning bike helmets, and carrying signs reading 'Angry mama bear BLM' and 'Moms are pissed' marched in Portland-Downtown (Oregon) in support of the Black Lives Matter movement and against police brutality. Dozens of these women created a 'Wall of Moms' by acting as a human shield between authorities and protesters outside the Federal Courthouse protecting protesters from federal law enforcement officials from the Protecting American Communities Task Force. Federal officers intervened using tear gas, pepper balls and impact munitions. Two journalists reported being hit by projectiles shot by federal officers, although they were labeled press. [size=about 100]"
8478273,1,pepper,fingers Federal police also fired balls at the feet of,"On 18 July 2020, around 400 people staged a largely peaceful demonstration in Portland-Downtown (Oregon), near the Federal courthouse, in support of the Black Lives Matter movement and against police brutality. Among those gathered were a group of women describing themselves as ''Wall of Moms'', who linked hands outside the courthouse. After several demonstrators dismantled the large fence set up around the courthouse to protect it from vandalism, Federal officers from the Department of Homeland Security emerged and launched flashbangs, teargas, and pepper spray indiscriminately into the crowd. They also began dispersing people with batons. One man was hit repeatedly with batons while standing still, breaking his knuckles and two fingers. Federal police also fired pepper balls at the feet of a naked protester who sat down on the street in front of them. A journalist was hit in the leg with a rubber bullet. Unlike previous nights, the Saturday demonstrations did not elicit a coordinated response from federal and local police. [size=around 400]"
8478161,1,pepper,and deployed tear gas and spray At least 5 demonstrators,"On 17 July 2020, about 1000-1500 people demonstrated at Grant Park in Chicago-Central (Illinois) in a 'Black, Indigenous Solidarity Rally' organized by more than a dozen Chicago-based organizations, including Native American groups, in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. They then tried toppling the statue of Christopher Columbus, but were stopped by the police. The Superintendent of the Chicago Police Department later said the demonstration was 'hijacked by organized mobs' as people hid under black umbrellas and changed into black clothes, formed a wall and marched on officers, used sharpened PVC pipes to jab at officers, and threw fireworks, cans, frozen water bottles, and rocks at the police. Police struck people with batons and deployed tear gas and pepper spray. At least 5 demonstrators and 4 police officers were taken to the hospital. In total 18 officers were seriously injured. 12 people were arrested. Activists alleged that a Black teenager filming at the scene was punched in the mouth by the police and had her teeth knocked out. One reporter alleged to have been verbally and physically assaulted by the police, another claimed her phone was slapped out of her hand by a police officer with his baton. Police took 76 bikes from the scene. They claimed that the bikes were either abandoned or used as weapons against police. Demonstrators claimed that the bikes were taken from them, some by force and without any explanations. [size=about 1000] [statue] [suggested agents provocateurs]"
7752296,0,pepper,which one counter demonstrator was sprayed and struck with a,"On 12 July 2020, demonstrators marched from city hall to a nearby street in Olympia (Washington) for an unreported reason and blocked cars with their bodies. Counter-demonstrators tried to usher cars through the demonstrators, leading to a fight in which one counter-demonstrator was pepper-sprayed and struck with a baton. He was taken to a hospital and two people were arrested for his assault. [size=no report] [counter-demonstration]"
7740489,0,pepper,in plain clothes were shooting balls at the crowd 2,"On 9 July 2020, people staged a march in Louisville (Kentucky) where there were reports of demonstrators throwing explosive devices at the Grand Jury building. Demonstrators reported that men in plain-clothes were shooting pepper balls at the crowd. 2 adults were arrested, one which had her wrist broken and suffered temporary nerve damage during her arrest. One minor was injured and taken to the hospital. [size=no report]"
7740509,1,pepper,by police Police intervened with balls after a car was,"On 9 July 2020, people staged a protest in Louisville (Kentucky) in support of the Black Lives Matter movement and against the killing of Breonna Taylor by police. Police intervened with pepper balls, after a car was blocked trying to leave a parking lot at an intersection. Demonstrators say police fired pepper balls without reason. Police officers claim people started hitting the car and a firework exploded. 2 people were arrested and 1 person was wounded and taken to the hospital. [size=no report]"
7740509,1,pepper,intersection Demonstrators say police fired balls without reason Police officers,"On 9 July 2020, people staged a protest in Louisville (Kentucky) in support of the Black Lives Matter movement and against the killing of Breonna Taylor by police. Police intervened with pepper balls, after a car was blocked trying to leave a parking lot at an intersection. Demonstrators say police fired pepper balls without reason. Police officers claim people started hitting the car and a firework exploded. 2 people were arrested and 1 person was wounded and taken to the hospital. [size=no report]"
7595702,1,pepper,the police intervened and used spray after being threatened with,"On 8 July 2020, hundreds of people staged a protest Portland (Oregon) in support of the Black Lives Movement and against police brutality and the death of George Floyd. According to reports, the police intervened and used pepper spray after being threatened with a laser. Arrests were made. [size=hundreds]"
8361980,1,pepper,of George Floyd Police used sprays to disperse the crowd,"On 6 July 2020, nearly 200 people protested in Florissant (Missouri) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police used pepper sprays to disperse the crowd. At least four people were arrested. [size=nearly 200]"
7595549,1,pepper,after police deployed tear gas spray and rubber bullets against,"On 5 July 2020, nearly 100 people staged a march in Philadelphia (Pennsylvania) against racism and police brutality in the wake of George Floyd's death at the hand of police officers. Demonstrators demanded the Mayor resign after police deployed tear gas, pepper spray and rubber bullets against demonstrators one month earlier. [size=nearly 1000]"
8361938,1,pepper,them with bats Police used spray and made 17 arrests,"On 5 July 2020, a few hundred people demonstrated in Florissant (Missouri) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The rally turned violent when, according to the police, demonstrators damaged property of the police station and threw water bottles at police. Demonstrators said the police beat them with bats. Police used pepper spray and made 17 arrests. [size=a few hundred]"
8362352,1,pepper,the city and police used spray and tear gas to,"On 4 July 2020, between 75 and 100 people protested in Tampa (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A section of the protesters marched in the city and police used pepper spray and tear gas to disperse them. According to CL Tampa, officers on bikes also violently pushed over at least one protester. Nine protesters were arrested for blocking traffic. [size=between 75-100]"
7594076,1,pepper,demonstrators Police intervened and used spray and pepper balls to,"On 3 July 2020, more than 100 people staged a demonstration in Keystone (South Dakota) ahead of President Trump's visit on the occasion of the Independence Day weekend. Fifteen of them blocked the access to Mount Rushmore with vans which were intentionally disabled by removing the tires. A few Trump supporters on their way to the Trump rally were blocked by the demonstrators and had verbal arguements with the demonstrators. Police intervened and used pepper spray and pepper balls to disperse the demonstrators. 21 people were arrested on a variety of charges, including failure to disperse, unlawful assembly, and one case of robbery (for taking a riot shield). One of those arrested was a Trump supporter on his way to the Trump rally. Most of the demonstrators were Native American, from the Lakota Tribe. [size=more than 100]"
7594076,1,pepper,and used pepper spray and balls to disperse the demonstrators,"On 3 July 2020, more than 100 people staged a demonstration in Keystone (South Dakota) ahead of President Trump's visit on the occasion of the Independence Day weekend. Fifteen of them blocked the access to Mount Rushmore with vans which were intentionally disabled by removing the tires. A few Trump supporters on their way to the Trump rally were blocked by the demonstrators and had verbal arguements with the demonstrators. Police intervened and used pepper spray and pepper balls to disperse the demonstrators. 21 people were arrested on a variety of charges, including failure to disperse, unlawful assembly, and one case of robbery (for taking a riot shield). One of those arrested was a Trump supporter on his way to the Trump rally. Most of the demonstrators were Native American, from the Lakota Tribe. [size=more than 100]"
7668604,1,pepper,bottles at officers police used spray and blast balls to,"On 2 July 2020, thousands of people staged a demonstration in Seattle (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators gathered at the so-called 'Capitol Hill Organized Protest' (CHOP), which was self-declared as 'autonomous zone' on 8 June 2020. Police used bicycles to herd the demonstrators after the mayor ordered the area cleared following two fatal shootings in less than two weeks. After some people refused to clear the area and threw bottles at officers, police used pepper spray and blast balls to disperse the crowd. 25 people were arrested. [size=thousands]"
7594068,1,pepper,2019 Police intervened and used spray to remove people from,"On 1 July 2020, people demonstrated in Denver (Colorado) in the memory of Elijah McClain, an African-American teenager shot and killed by police in August 2019. Police intervened and used pepper spray to remove people from the Civic Center. Six arrests were made. [size=no report]"
7594388,1,pepper,forces dispersed the crowd with spray in response 2 people,"On 1 July 2020, people staged a march at the Courthouse in Richmond (Virginia) against evictions during the coronavirus pandemic. People were seen breaking the window of a building. Police forces dispersed the crowd with pepper spray in response. 2 people were arrested. [size=no report]"
8364595,1,pepper,was arrested and others were sprayed by the police size,"On 29 June 2020, people protested in Carbondale (Illinois), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. One person was arrested and others were pepper sprayed by the police. [size=no report]"
8363823,1,pepper,more than 10 people were sprayed as well as some,"On 28 June 2020, people marched in 'Queer Liberation March for Black Lives Matter' from Lower Manhattan to Stonewall Inn and ended at Washington Square Park in New York - Queens (New York) in support of LGBTQ rights and Black Lives Matter movement, as well as against police brutality and the death of George Floyd. During the protest, at least four people were arrested, and more than 10 people were pepper-sprayed, as well as some people being shoved down by the police. [size=no report]"
8364593,1,pepper,of George Floyd Police used spray and detained one protester,"On 28 June 2020, a small group of people protested in Carbondale (Illinois), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police used pepper spray and detained one protester. [size=a small group]"
8478571,1,pepper,the peaceful vigil and used spray to disperse the protesters,"On 27 June 2020, a violin vigil and protest attended by thousands was held in Aurora (Colorado) in memory of Elijah McClain, an African American teenager shot and killed by police in August 2019, and in support of the Black Lives Matter movement. Members of the Party for Socialism and Liberation helped organize the event and were later arrested and charged for their participation. Police in riot gear stormed the peaceful vigil, and used pepper spray to disperse the protesters. Aurora Police Department tweeted that a small number of protestors armed themselves with rocks and sticks, but video and eyewitness accounts show the violin players peacefully assembled in the park. [size=thousands]"
8425133,1,pepper,occurred Police made use of spray to disperse the crowd,"On 27 June 2020, a group of people, including members of Caravan For Change, gathered in Austin (Texas), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A man drove slowly into the crowd, then pointed what appeared to be a gun at demonstrators after they surrounded him. The driver pulled over soon after. The incident led to a confrontation between demonstrators and police officers although it was unclear if any physical violence occurred. Police made use of pepper spray to disperse the crowd. Several arrests were reported, including the driver, who was released later. No injuries occurred. [size=no report] [armed]"
8362065,1,pepper,Democratic State Senator Police used spray to disperse the crowd,"On 23 June 2020, around 200-300 people held a march and demonstrated in Madison (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. During the march a red car sped through a small crowd of demonstrators hitting and injuring one demonstrator. The demonstration turned violent as demonstrators vandalized cars and buildings, destroyed statues, and assaulted a Democratic State Senator. Police used pepper spray to disperse the crowd. On July 27, two women turned themselves in for assaulting the Senator. [size=around 200-300] [statue] [car ramming]"
8362080,1,pepper,of George Floyd Police used spray to disperse the crowd,"On 22 June 2020, over 200 people protested in Des Moines (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police used pepper spray to disperse the crowd and arrested 18 people. [size=over 200]"
7593859,1,pepper,tear gas rubber bullets and balls A journalist was sprayed,"On 22 June 2020, in an overnight demonstration, more than 150 people staged a march in Richmond (Virginia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Around midnight, police officers arrived at the demonstration. People threw objects and rocks at the police, blocked off the street, and set up tents, although the time of this event is unknown. Police dispersed the crowd with tear gas, rubber bullets, and pepper balls. A journalist was sprayed with tear gas by police. 12 people were arrested. [size=more than 150]"
8363681,1,pepper,18 arrests They also used sprays to disperse protesters size,"On 22 June 2020, around 200-300 people organized by Des Moines Black Lives Matter and Iowa Freedom Riders marched from the highway to downtown Iowa City (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police made 18 arrests. They also used pepper sprays to disperse protesters. [size=around 200-300]"
8363357,1,pepper,one Black woman The police sprayed the crowd including the,"On 21 June 2020, people protested in Madison (Wisconsin). Early morning on that day a truck drove into a crowd and struck one Black woman. The police pepper sprayed the crowd including the victim's brother, who the police claimed were 'highly agitated and aggressive' and were getting in the way of the police helping the victim. The protest was organized by Impact Demand and other community members for the victim and against the response of police in this incident. Demonstrators chanted 'Black Lives Matter'. [size=no report]"
8478052,1,pepper,a brick Police officers also sprayed a student journalist with,"On 21 June 2020, during a demonstration which went on until the next morning, people staged a march in Richmond (Virginia) in support of the Black Lives Matter movement. The demonstration turned violent when people attempted to pull down the J.E.B. Stuart Monument. Police intervened and stopped demonstrators and used tear gas to disperse the crowd. A police officer was hit by a brick. Police officers also pepper sprayed a student journalist with The Commonwealth Times wearing press credentials and threw him to the ground, injuring his knee, elbow, and hands. 6 people were arrested. [size=no report] [statue]"
8361840,1,pepper,President Trump left police used balls to disperse the crowd,"On 20 June 2020, demonstrators protested in downtown Tulsa (Oklahoma) in support of the Black Lives Matter movement and against police brutality after the death of George Floyd. At the same time, President Trump was holding a campaign rally a few blocks away. Trump supporters and Black Lives Matter protesters had verbal altercations. After President Trump left, police used pepper balls to disperse the crowd and made six arrests, including a Norman city councilmember and a journalist. [size=no report]"
8478602,1,pepper,by police and hit with balls size hundreds,"On 19 June 2020, hundreds of people marched in Portland-Downtown (Oregon) to celebrate Juneteenth and in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when some rioters broke the windows of the Justice Center and one man fired a shot into the ground. The police used tear gas to disperse the rioters and arrested several people. A journalist was reportedly targeted by police and hit with pepper balls. [size=hundreds]"
7595175,1,pepper,arrested one person and used spray on others size hundreds,"On 19 June 2020, hundreds of people held a demonstration in Austin (Texas) honoring Juneteenth, which commemorates the ending of slavery in the United States. Demonstrators scuffled with officers, shook the gates, and banged on doors at the Austin Police Department, although no injuries or clashes were reported. The event took place in the midst of nationwide demonstrations in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Officers arrested one person and used pepper spray on others. [size=hundreds]"
8425440,1,pepper,Forces responded to demonstrators with spray to disperse crowds 56,"On 18 June 2020, during a two day demonstration, people staged a march in Louisville (Kentucky) in support of Black Lives Matter movement and in the wake of the death of George Floyd and Breonna Taylor. There were reports of fireworks, explosions, glass breaking, and gun shots. A tree and a dumpster were set on fire. Police Forces responded to demonstrators with pepper spray to disperse crowds. 56 people were arrested. [size=no report] [armed]"
7751483,1,pepper,Breonna Taylor The police fired balls at no fewer than,"On 17 June 2020, people staged a march in Louisville (Kentucky) in support of the Black Lives Matter movement, against police brutality, and against the deaths of George Floyd and Breonna Taylor. The police fired pepper balls at no fewer than 2 people, including a Louisville Courier-Journal reporter, after demonstrators amassed in the street. 17 were arrested. At one point, a vehicle accelerated and rammed into the protesters, hitting one person. [size=no report] [car ramming]"
7605213,1,pepper,impeding traffic One demonstrator was sprayed after shoving a deputy,"On 17 June 2020, roughly 100 demonstrators protested in Wilmington (North Carolina) in support of the Black Lives Matter movement and against police brutality. Police intervened and arrested 5 people for impeding traffic. One demonstrator was pepper sprayed after shoving a deputy. [size=roughly 100]"
7740180,1,pepper,media car The police used balls to disperse the crowd,"On 15 June 2020, people staged a march in the evening in Louisville (Kentucky) in support of the Black Lives Matter movement and against police brutality and the deaths of George Floyd and Breonna Taylor. Rioters blocked traffic and threw a brick at a media car. The police used pepper balls to disperse the crowd. 9 people were arrested. [size=no report]"
7668694,1,pepper,being tased four times and sprayed The medical examiner s,"On 15 June 2020, Tremaine Howell was found dead in a jail cell at the Ector County Detention Center in Odessa (Texas) after being tased four times and pepper-sprayed. The medical examiner's inquest determined that the cause of death was methamphetamine toxicity. The Ector County District Attorney stated that in his opinion, 'excessive force was used.'"
8477923,1,pepper,Police forces targeted demonstrators with spray flash bang grenades a,"On 15 June 2020, a crowd of 200-300 people staged a march outside police headquarters in Richmond (Virginia) in support of the Black Lives Matter movement. At least two city councilors also attended. Several demonstrators were armed with knives and one had a sword. Police forces targeted demonstrators with pepper spray, flash bang grenades, a chemical irritant, and rubber bullets to disperse the demonstration. Demonstrators reportedly threw tear gas cannisters back at the police lines. [size=200-300]"
8477923,1,irritant,flash bang grenades a chemical and rubber bullets to disperse,"On 15 June 2020, a crowd of 200-300 people staged a march outside police headquarters in Richmond (Virginia) in support of the Black Lives Matter movement. At least two city councilors also attended. Several demonstrators were armed with knives and one had a sword. Police forces targeted demonstrators with pepper spray, flash bang grenades, a chemical irritant, and rubber bullets to disperse the demonstration. Demonstrators reportedly threw tear gas cannisters back at the police lines. [size=200-300]"
8363342,1,pepper,the Interstate 75 Police used spray to break up the,"On 14 June 2020, thousands of people demonstrated in Atlanta (Georgia) over the killing of Rayshard Brooks by the police and in support of the Black Lives Matter movement. They blocked the Interstate 75. Police used pepper spray to break up the demonstration. [size=thousands]"
8425095,0,pepper,punched pushed kicked stomped burned sprayed and allegedly exposed their,"On 14 June 2020, several people demonstrated in front a statue of Christopher Columbus in Marconi Plaza in Philadelphia (Pennsylvania), calling for the statue to be removed. A few hundred white men, some of whom were armed, gathered to defend the Christopher Columbus statue. The men reportedly attacked a half dozen people demonstrating against the statue. The men punched, pushed, kicked, stomped, burned, pepper sprayed and allegedly exposed their genitalia to the protesters. The police reportedly did not intervene and arrested only two rioters for assault. The demonstrators also assaulted a reporter from Unicorn Riot. [size=a few hundred] [counter-demonstration] [armed]"
8477921,1,pepper,in the evening police used spray to attempt to disperse,"On 14 June 2020, a crowd of about 300 people staged a march to the Richmond police department's HQ in Richmond (Virginia) to demonstrate against police bruality. The demonstrators allegedly damaged buildings and vandalized cars during the demonstration. During a stand-off later in the evening, police used pepper spray to attempt to disperse the crowd. 3 police officers were reportedly injured and at least one female demonstrator arrested. [size=about 300]"
8477803,1,pepper,of George Floyd The police sprayed two local journalists among,"On 13 June 2020, thousands of people marched from Southeast Stark to 12th Avenue in Portland-Southeast (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The police pepper-sprayed two local journalists, among others, during the protest. According to reports, several marches, protests, and rallies took place simultaneously throughout the day. A medic was arrested, after handing out supplies to protesters. [size=thousands]"
7726974,1,pepper,the protesters using tear gas spray and rubber bullets Four,"On 12 June 2020, about 150 immigrants held at the Adelanto ICE Processing Facility in Adelanto (California) protested against lockdown measures amid the coronavirus pandemic. ICE authorities dispersed the protesters using tear gas, pepper spray, and rubber bullets. Four detainees were injured and required medical attention at an off-site medical facility. [size=about 150]"
7726977,1,pepper,broke up the protest using bullets and pepper spray At,"On 12 June 2020, at least 150 immigrant detainees staged a protest at Adelanto Detention Center in Adelanto (California) against prison conditions amid the coronavirus pandemic. Guards wearing SWAT-like gear broke up the protest using pepper bullets and pepper spray. At least 4 detainees required treatment at an off-site medical facility, although the extent of their injuries is unclear. [size=at least 150]"
8364303,0,pepper,the crowd During the incident spray was used against a,"On 7 June 2020, around 100 demonstrators gathered in Marshall Park and joined a march organized by Charlotte Uprising and Seeking Justice Charlotte in Charlotte (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Several demonstrators shoved an officer while some demonstrators protected him from the crowd. During the incident, pepper spray was used against a few demonstrators and two suspects were arrested. An officer was injured. [size=around 100]"
7726976,1,pepper,the coronavirus pandemic Officers shot bullets and discharged pepper spray,"On 7 June 2020, immigrant detainees staged a protest against continuing lockdown conditions at Adelanto Detention Center in Adelanto (California) amid the coronavirus pandemic. Officers shot pepper bullets and discharged pepper spray at them. [size=no report]"
7602417,1,pepper,of George Floyd Police used spray to disperse the crowd,"On 7 June 2020, people staged a protest in Portland (Oregon) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. Police used pepper-spray to disperse the crowd, targeting also journalists. [size=no report]"
8363023,1,pepper,used flash bang devices and spray to disperse a crowd,"On 6 June 2020, thousands of people including medical workers in Seattle (Washington) demonstrated in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened and used flash-bang devices and pepper spray to disperse a crowd after a small group threw objects at the officers. Police also threw flash bang into the medic station and shoved one of the health workers in it. [size=thousands]"
8478555,1,pepper,journalist with a baton and sprayed him twice in the,"On 6 June 2020, people gathered for a demonstration at the Multnomah County Justice Center in Portland-Downtown (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstrators threw fireworks, glass bottles, cans of food, bricks, and full beverages at the police. 21 people were arrested in the early morning. In Chapman square, a police officer beat one journalist with a baton and pepper-sprayed him twice in the face. The Portland Police Bureau stated it would investigate the attack. [size=no report]"
7601231,1,pepper,event Police forces intervened with ball rounds and smoke to,"On 5 June 2020, people demonstrated in Los Angeles (California) in support of the Black Lives Matter movement, against police brutality, and the death of George Floyd. The demonstration turned violent in the aftermath of the event. Police forces intervened with pepper ball rounds and smoke to disperse demonstrators. It was reported one demonstrator threw a large piece of metal at officers and others attempted to get hold of projectiles. No injuries or fatalities reported. [size=no report]"
8362944,1,pepper,to an arrest Police fired balls and inert smoke to,"On 5 June 2020, about 500 people demonstrated in Lakewood (California) supporting Black Lives Matter and over the killing of George Floyd by police. The demonstration turned violent when one demonstrator threw a large steel object at deputies leading to an arrest. Police fired pepper balls and inert smoke to disperse the demonstrators. Authorities claimed that among the demonstrators approximately three to four agitators were directing the group not to follow orders. [size=about 500] [suggested agents provocateurs]"
7923969,1,pepper,at the police Police used spray to repel protesters as,"On 4 June 2020, 700-1000 people protested at Curtis Hixon Waterfront Park in Tampa (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police arrested a woman who swung an umbrella at the police. Police used pepper spray to repel protesters as they ran towards officers making the arrest. [size=700-1000]"
8425246,1,pepper,dispersed protesters using tear gas spray and rubber bullets Members,"On 3 June 2020, about 3,000 protesters marched to City Municipal Court building in Milwaukee (Wisconsin), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, and a local victim. Some demonstrators including members of the Boogaloo Boys were armed and carried firearms. Several protesters blocked the entrance ramp of Highway I-794. Police dispersed protesters using tear gas, pepper spray, and rubber bullets. Members of the Islamic Society of Milwaukee participated in the protests, and police arrested a number of protesters. [size=3,000] [armed]"
8425254,1,pepper,60 the protesters by using balls size no report counter,"On 3 June 2020, at least 50 high school students and young adults with Black Lives Matter marched in Upland (California) against police brutality. The protesters confronted a group of counter-protesters across the street. A man brandished a firearm at the protesters and was arrested consequently. The police dispersed between 50 and 60 the protesters by using pepper balls. [size=no report] [counter-demonstration] [armed]"
8373310,1,pepper,Floyd Police used batons and spray to disperse protesters who,"On 3 June 2020, thousands of protesters assembled at Cadman Plaza in New York - Brooklyn (New York) to protest against police brutality and the death of George Floyd. Police used batons and pepper spray to disperse protesters who remained after curfew. A journalist was beaten with batons and his bike seized while wearing a helmet identifying as press. [size=thousands]"
7600705,1,pepper,responded with flash bangs and balls Police officers blocked I,"On 3 June 2020, hundreds of people staged a march in Charlotte (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. In the evening, people began throwing water bottles and at least 1 firework at officers. Police officers responded with flash bangs and pepper balls. Police officers blocked I-227. 11 people were arrested. [size=hundreds]"
7600484,1,pepper,tear gas flash grenades and spray size around 300 1000,"On 3 June 2020, between 300 and 1,000 people protested in Des Moines (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police dispersed protesters with tear gas, flash grenades, and pepper spray. [size=around 300-1000]"
8478613,0,pepper,of police Some journalists were sprayed Crowds were surrounded by,"On 3 June 2020, hundreds of people gathered in front of Capitol Hill in Washington DC-National Mall (District of Columbia) demanding answers from politicians on policing while the Senate was in session. Later, about 2000 people held a Black Lives Matter march in Washington DC (District of Columbia) in support of Black Lives Matter and against the death of George Floyd at the hands of police. Some journalists were pepper sprayed. Crowds were surrounded by law enforcement presence. [size=more than 2000]"
8362735,1,pepper,fell police employed tear gas spray rubber bullets and flash,"On 3 June 2020, more than 100 people attended a rally organised by NAACP in Huntsville (Alabama) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Protesters marched to courthouse square chanting slogans and hand-holding signs and knelt. As the night fell, police employed tear gas, pepper spray, rubber bullets and flash bangs to disperse protesters who refused to leave after curfew hours. 24 people were arrested. No injuries or damage reported. [size=more than 100]"
7599895,1,pepper,Matter movement Police intervened with balls to disperse the crowd,"On 2 June 2020, thousands of people held a protest in Fremont (California) over the killing of George Floyd, a black man killed by police in Minneapolis, as part of the Black Lives Matter movement. Police intervened with pepper balls to disperse the crowd. [size=thousands]"
8425240,0,pepper,down his window and fired spray at a number of,"On 2 June 2020, about 100 people marched in Murray (Kentucky) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. One man rolled down his window and fired pepper spray at a number of protesters and officers on patrol. Another man allegedly pointed a gun at demonstrators. Both were arrested. [size=about 100] [armed presence] [armed]"
7740195,1,pepper,Minneapolis Police intervened by using spray and arresting over a,"On 2 June 2020, people staged a protest outside the Police Headquarters in Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. Police intervened by using pepper spray and arresting over a hundred people who defied the curfew. A journalist was assaulted and arrested by police. [size=no report]"
7599917,1,pepper,Floyd Police forces fired nonlethal balls to disperse protesters size,"On 2 June 2020, in Redwood City (California), around 2,000 people took part in a Black Lives Matter protest over the killing of George Floyd. Police forces fired nonlethal pepper balls to disperse protesters. [size=around 2,000]"
7599922,1,pepper,protest with rubber bullets and spray as demonstrators allegedly threw,"On 2 June 2020, more than 100 demonstrators gathered in Alamo Plaza in San Antonio (Texas) in support of the Black Lives Matter movement. Police dispersed a protest with rubber bullets and pepper spray as demonstrators allegedly threw glass bottles at officers. Eight protesters were arrested and two journalists were injured. [size=more than 100]"
7600190,1,pepper,police Police used tear gas spray and flash bang grenades,"On 2 June 2020, more than 1000 people staged a demonstration at West Middle School in Brockton (Massachusetts) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Later that night, a group gathered outside the police station and rioters threw fireworks, bricks, rocks and frozen bottles at police. Police used tear gas, pepper spray and flash-bang grenades to control the crowd. No arrests were reported. A Boston Globe reporter was targeted with pepper spray. [size=more than 1000]"
7600190,1,pepper,Globe reporter was targeted with spray size more than 1000,"On 2 June 2020, more than 1000 people staged a demonstration at West Middle School in Brockton (Massachusetts) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Later that night, a group gathered outside the police station and rioters threw fireworks, bricks, rocks and frozen bottles at police. Police used tear gas, pepper spray and flash-bang grenades to control the crowd. No arrests were reported. A Boston Globe reporter was targeted with pepper spray. [size=more than 1000]"
