latitude,longitude,city,state,county,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
42.6106,-71.2342,Tewksbury,MA,"Middlesex County",01876,42.61066,-71.234425,1,rooftop,61,"Pleasant St",,,Tewksbury,MA,"Middlesex County",01876,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2021,25,25017,,,315200,4009,4,250173152004009,25017315200,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Cambridge-Newton-Framingham, MA",15764
40.4131,-79.5703,Delmont,PA,"Westmoreland County",15626,40.41323,-79.570312,1,rooftop,1,"E Pittsburgh St",,,Delmont,PA,"Westmoreland County",15626,US,Westmoreland,2021,42,42129,Delmont,4218768,802003,1022,1,421298020031022,42129802003,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430,,
39.8917,-75.1162,"Gloucester City",NJ,"Camden County",08030,39.891109,-75.115739,0.99,rooftop,901,"Ridgeway St",,,"Gloucester City",NJ,"Camden County",08030,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2021,34,34007,"Gloucester City",3426820,605100,1023,1,340076051001023,34007605100,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Camden, NJ",15804
40.0187,-78.5039,Bedford,PA,"Bedford County",15522,40.018771,-78.504054,1,rooftop,100,"S Juliana St",,,Bedford,PA,"Bedford County",15522,US,Bedford,2021,42,42009,Bedford,4204944,960700,3000,3,420099607003000,42009960700,,,,,,,
41.1573,-85.4883,"Columbia City",IN,"Whitley County",46725,41.157405,-85.488265,1,rooftop,110,"N Main St",,,"Columbia City",IN,"Whitley County",46725,US,"Statewide IN",2021,18,18183,"Columbia City",1814716,050401,4015,4,181830504014015,18183050401,"Fort Wayne, IN",23060,metropolitan,"Fort Wayne-Huntington-Auburn, IN",258,,
42.1555,-71.0093,Holbrook,MA,"Norfolk County",02343,42.155666,-71.009305,1,rooftop,50,"N Franklin St",,,Holbrook,MA,"Norfolk County",02343,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2021,25,25021,Holbrook,2530420,421200,4014,4,250214212004014,25021421200,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Boston, MA",14454
37.8665,-82.5388,Inez,KY,"Martin County",41224,37.865362,-82.538944,0.94,nearest_street,128,"Wickerfield Rd",,,Inez,KY,"Martin County",41224,US,"TIGER/Line® dataset from the US Census Bureau",2021,21,21159,Inez,2139430,950201,1006,1,211599502011006,21159950201,,,,,,,
28.8202,-81.6651,"Mount Dora",FL,"Lake County",32757,28.820062,-81.665712,0.99,rooftop,2085,"Sussex Dr",,,"Mount Dora",FL,"Lake County",32757,US,Lake,2021,12,12069,,,030912,4008,4,120690309154008,12069030915,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,
38.3794,-81.8192,"Saint Albans",WV,"Kanawha County",25177,38.379419,-81.819287,1,rooftop,742,"Abney St",,,"Saint Albans",WV,"Kanawha County",25177,US,"Statewide WV",2021,54,54039,"St. Albans",5471212,013500,2026,2,540390135002026,54039013500,"Charleston, WV",16620,metropolitan,"Charleston-Huntington-Ashland, WV-OH-KY",170,,
44.4336,-72.015,"Saint Johnsbury",VT,"Caledonia County",05819,44.433484,-72.015057,1,rooftop,57,"Brunell St",,,"Saint Johnsbury",VT,"Caledonia County",05819,US,"Statewide VT",2021,50,50005,"St. Johnsbury",5062125,957500,2011,2,500059575002011,50005957500,,,,,,,
32.3724,-81.3115,Springfield,GA,"Effingham County",31329,32.372576,-81.311226,0.99,rooftop,404,"Maple St",,,Springfield,GA,"Effingham County",31329,US,"Effingham County",2021,13,13103,Springfield,1372780,030205,2044,2,131030302052044,13103030205,"Savannah, GA",42340,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,
40.1677,-75.0319,Southampton,PA,"Bucks County",18966,40.168291,-75.031654,0.99,rooftop,711,"Marigold Ave",,,Southampton,PA,"Bucks County",18966,US,Bucks,2021,42,42017,,,101505,1014,1,420171015051014,42017101505,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Montgomery County-Bucks County-Chester County, PA",33874
41.9973,-74.1049,"West Hurley",NY,"Ulster County",12491,41.997637,-74.105208,0.99,rooftop,1460,"State Rte 28",,,"West Hurley",NY,"Ulster County",12491,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2021,36,36111,"West Hurley",3680291,951100,2010,2,361119511002010,36111951100,"Kingston, NY",28740,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,,
41.1401,-80.769,"Mineral Ridge",OH,"Trumbull County",44440,41.140096,-80.768677,1,rooftop,3781,"State Rte 46",,,"Mineral Ridge",OH,"Trumbull County",44440,US,Trumbull,2021,39,39155,"Mineral Ridge",3950778,933302,1011,1,391559333021011,39155933302,"Youngstown-Warren-Boardman, OH-PA",49660,metropolitan,"Youngstown-Warren, OH-PA",566,,
40.4547,-109.5356,Vernal,UT,"Uintah County",84078,40.454522,-109.535775,1,rooftop,354,"W 100 S",,,Vernal,UT,"Uintah County",84078,US,"Utah AGRC (and individual UT counties)",2021,49,49047,Vernal,4980090,968403,2003,2,490479684032003,49047968403,"Vernal, UT",46860,micropolitan,,,,
34.2694,-118.7814,"Simi Valley",CA,"Ventura County",93065,34.269385,-118.781438,1,rooftop,864,"Pacific Ave",,,"Simi Valley",CA,"Ventura County",93065,US,Ventura,2021,06,06111,"Simi Valley",0672016,007700,2012,2,061110077002012,06111007700,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
39.9824,-78.7249,"Manns Choice",PA,"Bedford County",15550,39.980353,-78.724993,0.96,rooftop,1792,"Allegheny Rd",,,"Manns Choice",PA,"Bedford County",15550,US,Bedford,2021,42,42009,,,960900,3100,3,420099609003100,42009960900,,,,,,,
43.2266,-89.3783,"De Forest",WI,"Dane County",53532,43.22667,-89.382283,0.91,nearest_street,6636,"Hickory Ln",,,"De Forest",WI,"Dane County",53532,US,"TIGER/Line® dataset from the US Census Bureau",2021,55,55025,,,013201,2045,2,550250132012045,55025013201,"Madison, WI",31540,metropolitan,"Madison-Janesville-Beloit, WI",357,,
35.0074,-80.9451,"Fort Mill",SC,"York County",29715,35.007272,-80.944613,0.99,rooftop,"100 101","Main St",,,"Fort Mill",SC,"York County",29715,US,York,2021,45,45091,"Fort Mill",4526890,061101,3027,3,450910611013027,45091061101,"Charlotte-Concord-Gastonia, NC-SC",16740,metropolitan,"Charlotte-Concord, NC-SC",172,,
40.7684,-74.1454,Kearny,NJ,"Hudson County",07032,40.768476,-74.145543,1,rooftop,75,"Beech St",,,Kearny,NJ,"Hudson County",07032,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2021,34,34017,Kearny,3436510,012600,3000,3,340170126003000,34017012600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
36.5484,-82.5618,Kingsport,TN,"Sullivan County",37660,36.548527,-82.561717,0.98,nearest_street,249,"W Ctr",,,Kingsport,TN,"Sullivan County",37660,US,"TIGER/Line® dataset from the US Census Bureau",2021,47,47163,Kingsport,4739560,040200,2027,2,471630402002027,47163040200,"Kingsport-Bristol, TN-VA",28700,metropolitan,"Johnson City-Kingsport-Bristol, TN-VA",304,,
35.3884,-82.5668,"Mills River",NC,"Henderson County",28759,35.388311,-82.566879,1,nearest_street,,"NC 280",,,"Mills River",NC,"Henderson County",28759,US,"TIGER/Line® dataset from the US Census Bureau",2021,37,37089,"Mills River",3743260,930702,2003,2,370899307022003,37089930702,"Asheville, NC",11700,metropolitan,"Asheville-Marion-Brevard, NC",120,,
41.5418,-73.2079,Woodbury,CT,"Litchfield County",06798,41.542257,-73.207707,0.99,rooftop,259,"Main St S",,,Woodbury,CT,"Litchfield County",06798,US,"Connecticut Geospatial Information Systems Council",2021,09,09005,"Woodbury Center",0987980,362101,2007,2,090053621012007,09005362101,"Torrington, CT",45860,micropolitan,"New York-Newark, NY-NJ-CT-PA",408,,
45.1977,-93.387200000000007,Anoka,MN,"Anoka County",55303,45.197352,-93.387511,0.99,rooftop,1923,"3rd Ave",,,Anoka,MN,"Anoka County",55303,US,Anoka,2021,27,27003,Anoka,2701720,050501,2002,2,270030505012002,27003050501,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378,,
41.1904,-80.9911,"Newton Falls",OH,"Trumbull County",44444,41.188792,-80.990155,0.97,rooftop,1011,"W Broad St",,,"Newton Falls",OH,"Trumbull County",44444,US,Trumbull,2021,39,39155,"Newton Falls",3955650,933600,2006,2,391559336002006,39155933600,"Youngstown-Warren-Boardman, OH-PA",49660,metropolitan,"Youngstown-Warren, OH-PA",566,,
41.5671,-71.4498,"North Kingstown",RI,"Washington County",02852,41.567202,-71.44981,1,rooftop,80,"Boston Neck Rd",,,"North Kingstown",RI,"Washington County",02852,US,"Statewide RI",2021,44,44009,,,050302,1036,1,440090503021036,44009050302,"Providence-Warwick, RI-MA",39300,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,
39.9009,-75.0846,Oaklyn,NJ,"Camden County",08107,39.901103,-75.084499,1,rooftop,145,"Kendall Blvd",,,Oaklyn,NJ,"Camden County",08107,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2021,34,34007,Oaklyn,3453880,604700,1005,1,340076047001005,34007604700,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Camden, NJ",15804
33.4957,-88.4273,Columbus,MS,"Lowndes County",39701,33.495314,-88.427169,0.97,nearest_street,520,"State Hwy 182",,,Columbus,MS,"Lowndes County",39701,US,"TIGER/Line® dataset from the US Census Bureau",2021,28,28087,Columbus,2815380,000700,1022,1,280870007001022,28087000700,"Columbus, MS",18060,micropolitan,"Columbus-West Point, MS",200,,
42.9784,-77.9842,"Le Roy",NY,"Genesee County",14482,42.978062,-77.984048,0.99,rooftop,36,"E Main St",,,"Le Roy",NY,"Genesee County",14482,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2021,36,36037,"Le Roy",3642026,951200,2006,2,360379512002006,36037951200,"Batavia, NY",12860,micropolitan,"Rochester-Batavia-Seneca Falls, NY",464,,
41.4901,-71.3128,Newport,RI,"Newport County",02840,41.490099,-71.312667,1,rooftop,48,"Touro St",,,Newport,RI,"Newport County",02840,US,"Statewide RI",2021,44,44005,Newport,4449960,041000,1007,1,440050410001007,44005041000,"Providence-Warwick, RI-MA",39300,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,,
47.258,-68.5876,"Fort Kent",ME,"Aroostook County",04743,47.258267,-68.587382,0.99,rooftop,28,"Highland Ave",,,"Fort Kent",ME,"Aroostook County",04743,US,"Maine Office of GIS",2021,23,23003,"Fort Kent",2325720,950600,4016,4,230039506004016,23003950600,,,,,,,
41.6828,-88.3515,Oswego,IL,"Kendall County",60543,41.682696,-88.35151,1,rooftop,3,"E Washington St",,,Oswego,IL,"Kendall County",60543,US,Kendall,2021,17,17093,Oswego,1756887,890106,2022,2,170938901062022,17093890106,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Elgin, IL",20994
32.7417,-117.1009,"San Diego",CA,"San Diego County",92105,32.741664,-117.101165,1,rooftop,3420,"Fairmount Ave",,,"San Diego",CA,"San Diego County",92105,US,"City of San Diego",2021,06,06073,"San Diego",0666000,002501,3008,3,060730025013008,06073002501,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,
40.3506,-76.1382,Robesonia,PA,"Berks County",19551,40.351244,-76.137527,0.99,rooftop,102,"W Ruth Ave",,,Robesonia,PA,"Berks County",19551,US,Berks,2021,42,42011,Robesonia,4265336,010500,4001,4,420110105004001,42011010500,"Reading, PA",39740,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,,
42.8741,-72.2795,Swanzey,NH,"Cheshire County",03446,42.873623,-72.28112,0.98,rooftop,600,"Old Homestead Hwy",,,Swanzey,NH,"Cheshire County",03446,US,"Statewide NH",2021,33,33005,,,970901,1014,1,330059709011014,33005970901,"Keene, NH",28300,micropolitan,,,,
40.4417,-79.8819,Pittsburgh,PA,"Allegheny County",15221,40.441609,-79.881891,1,rooftop,812,"Ross Ave",,,Pittsburgh,PA,"Allegheny County",15221,US,Allegheny,2021,42,42003,Wilkinsburg,4285188,560600,3016,3,420035647003016,42003564700,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430,,
47.1618,-114.0851,Arlee,MT,"Lake County",59821,47.161723,-114.085253,1,rooftop,34469,"Wessinger St",,,Arlee,MT,"Lake County",59821,US,"Montana State Library",2021,30,30047,Arlee,3002425,940700,2081,2,300479407002081,30047940700,,,,,,,
34.1058,-117.8089,"San Dimas",CA,"Los Angeles County",91773,34.105773,-117.808956,1,rooftop,150,"S Monte Vista Ave",,,"San Dimas",CA,"Los Angeles County",91773,US,"Los Angeles",2021,06,06037,"San Dimas",0666070,401311,3000,3,060374013113000,06037401311,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
39.9684,-76.6764,York,PA,"York County",17402,39.968365,-76.676294,1,rooftop,12,"Hunting Park Ct",,,York,PA,"York County",17402,US,York,2021,42,42133,"East York",4222104,010220,5000,5,421330102205000,42133010220,"York-Hanover, PA",49620,metropolitan,"Harrisburg-York-Lebanon, PA",276,,
41.8794,-87.8136,"Forest Park",IL,"Cook County",60130,41.879163,-87.81347,1,rooftop,7528,"W Madison St",,,"Forest Park",IL,"Cook County",60130,US,Cook,2021,17,17031,"Forest Park",1726935,816000,2004,2,170318160002004,17031816000,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Chicago-Naperville-Evanston, IL",16984
42.2967,-89.6212,Freeport,IL,"Stephenson County",61032,42.296782,-89.620873,1,rooftop,109,"W Main St",,,Freeport,IL,"Stephenson County",61032,US,Stephenson,2021,17,17177,Freeport,1727884,000800,3044,3,171770008003044,17177000800,"Freeport, IL",23300,micropolitan,"Rockford-Freeport-Rochelle, IL",466,,
39.6653,-75.604,"New Castle",DE,"New Castle County",19720,39.665347,-75.604065,1,nearest_street,,"US 40",,,"New Castle",DE,"New Castle County",19720,US,"TIGER/Line® dataset from the US Census Bureau",2021,10,10003,,,016309,2036,2,100030163092036,10003016309,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Wilmington, DE-MD-NJ",48864
44.3894,-93.7302,"Le Center",MN,"Le Sueur County",56057,44.389273,-93.730439,1,rooftop,95,"Minnesota St E",,,"Le Center",MN,"Le Sueur County",56057,US,"Le Sueur",2021,27,27079,"Le Center",2736134,950500,1011,1,270799505001011,27079950500,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378,,
40.1984,-83.0102,"Lewis Center",OH,"Delaware County",43035,40.198556,-83.010185,1,rooftop,1451,"Franklin St",,,"Lewis Center",OH,"Delaware County",43035,US,Franklin,2021,39,39041,,,011563,1000,1,390410115631000,39041011563,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
39.4212,-76.626,"Lutherville Timonium",MD,"Baltimore County",21093,39.421233,-76.626024,1,rooftop,1501,"Francke Ave",,,"Lutherville Timonium",MD,"Baltimore County",21093,US,"Statewide MD",2021,24,24005,Lutherville,2448875,408800,1018,1,240054088001018,24005408800,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
28.0341,-82.6651,Oldsmar,FL,"Pinellas County",34677,28.034097,-82.665,1,rooftop,417,"Park Blvd",,,Oldsmar,FL,"Pinellas County",34677,US,Pinellas,2021,12,12103,Oldsmar,1251350,027320,1045,1,121030273201045,12103027320,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,
27.1192,-82.4443,Nokomis,FL,"Sarasota County",34275,27.11929,-82.44437,1,rooftop,501,"Colonia Ln E",,,Nokomis,FL,"Sarasota County",34275,US,Statewide2,2021,12,12115,Nokomis,1248875,002203,3011,3,121150022033011,12115002203,"North Port-Sarasota-Bradenton, FL",35840,metropolitan,"North Port-Sarasota, FL",412,,
45.6665,-122.5609,Vancouver,WA,"Clark County",98662,45.666399,-122.561094,1,rooftop,6019,"NE 109th Ave",,,Vancouver,WA,"Clark County",98662,US,Clark,2021,53,53011,"Five Corners",5324188,040703,4016,4,530110407034016,53011040703,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
33.567,-84.581,Fairburn,GA,"Fulton County",30213,33.567388,-84.581225,0.99,rooftop,20,"W Broad St",,,Fairburn,GA,"Fulton County",30213,US,Fulton,2021,13,13121,Fairburn,1328380,010535,2020,2,131210105352020,13121010535,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,
37.115,-107.6331,Ignacio,CO,"LA Plata County",81137,37.114907,-107.632961,1,rooftop,170,"Ute St",,,Ignacio,CO,"LA Plata County",81137,US,"Statewide CO",2021,08,08067,Ignacio,0838535,940300,2092,2,080679403002092,08067940300,"Durango, CO",20420,micropolitan,,,,
40.4284,-79.6975,Murrysville,PA,"Westmoreland County",15668,40.428726,-79.697244,0.99,rooftop,3898,"Old William Penn Hwy",,,Murrysville,PA,"Westmoreland County",15668,US,Westmoreland,2021,42,42129,Murrysville,4252432,802101,3006,3,421298021013006,42129802101,"Pittsburgh, PA",38300,metropolitan,"Pittsburgh-New Castle-Weirton, PA-OH-WV",430,,
41.7614,-88.4436,"Sugar Grove",IL,"Kane County",60554,41.761299,-88.443388,1,rooftop,26,"Cross St",,,"Sugar Grove",IL,"Kane County",60554,US,Kane,2021,17,17089,"Sugar Grove",1773391,854509,1020,1,170898545091020,17089854509,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Elgin, IL",20994
45.1476,-122.8585,Woodburn,OR,"Marion County",97071,45.147543,-122.858652,1,rooftop,715,"Harrison St",,,Woodburn,OR,"Marion County",97071,US,Marion,2021,41,41047,Woodburn,4183750,010309,1016,1,410470103091016,41047010309,"Salem, OR",41420,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
41.85,-88.3126,Batavia,IL,"Kane County",60510,41.850299,-88.312518,0.99,rooftop,11,"N Batavia Ave",,,Batavia,IL,"Kane County",60510,US,Kane,2021,17,17089,Batavia,1704078,852700,3010,3,170898527003010,17089852700,"Chicago-Naperville-Elgin, IL-IN-WI",16980,metropolitan,"Chicago-Naperville, IL-IN-WI",176,"Elgin, IL",20994
39.2073,-86.2511,Nashville,IN,"Brown County",47448,39.20757,-86.250919,0.99,rooftop,280,"Main St W",,,Nashville,IN,"Brown County",47448,US,"Statewide IN",2021,18,18013,Nashville,1852038,974800,2041,2,180139748002041,18013974800,"Indianapolis-Carmel-Anderson, IN",26900,metropolitan,"Indianapolis-Carmel-Muncie, IN",294,,
42.712,-73.2037,Williamstown,MA,"Berkshire County",01267,42.711906,-73.204211,0.99,rooftop,7,"Spring St",,,Williamstown,MA,"Berkshire County",01267,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2021,25,25003,Williamstown,2579950,920102,2004,2,250039201022004,25003920102,"Pittsfield, MA",38340,metropolitan,,,,
39.4737,-76.2413,Belcamp,MD,"Harford County",21017,39.473696,-76.241406,1,rooftop,1266,"Collier Ln",,,Belcamp,MD,"Harford County",21017,US,"Statewide MD",2021,24,24025,Riverside,2466762,301705,1006,1,240253017051006,24025301705,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
34.1164,-118.2125,"Los Angeles",CA,"Los Angeles County",90042,34.116172,-118.212598,1,rooftop,984,"El Paso Dr",,,"Los Angeles",CA,"Los Angeles County",90042,US,"Los Angeles",2021,06,06037,"Los Angeles",0644000,186203,2006,2,060371862032006,06037186203,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
39.4831,-88.3728,Mattoon,IL,"Coles County",61938,39.483004,-88.372794,1,rooftop,1504,"Broadway Ave",,,Mattoon,IL,"Coles County",61938,US,Coles,2021,17,17029,Mattoon,1747553,000300,1034,1,170290003001034,17029000300,"Charleston-Mattoon, IL",16660,micropolitan,,,,
43.4967,-73.7762,Warrensburg,NY,"Warren County",12885,43.496786,-73.776444,1,rooftop,3873,"Main St",,,Warrensburg,NY,"Warren County",12885,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2021,36,36113,Warrensburg,3678289,073000,1021,1,361130730001021,36113073000,"Glens Falls, NY",24020,metropolitan,"Albany-Schenectady, NY",104,,
39.9242,-83.8088,Springfield,OH,"Clark County",45502,39.924195,-83.808676,1,rooftop,1,"S Limestone St",,,Springfield,OH,"Clark County",45502,US,Clark,2021,39,39023,Springfield,3974118,003400,3045,3,390230034003045,39023003400,"Springfield, OH",44220,metropolitan,"Dayton-Springfield-Kettering, OH",212,,
33.7806,-116.4681,"Cathedral City",CA,"Riverside County",92234,33.780063,-116.46823,0.99,rooftop,68435,"Highway 111",,,"Cathedral City",CA,"Riverside County",92234,US,Riverside,2021,06,06065,"Cathedral City",0612048,045000,3028,3,060650450003028,06065045000,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
45.1672,-93.0286,Hugo,MN,"Anoka County",55038,45.17113,-93.030182,0.94,nearest_street,,I-35E,,,Hugo,MN,"Anoka County",55038,US,"TIGER/Line® dataset from the US Census Bureau",2021,27,27003,"Lino Lakes",2737322,050230,2016,2,270030502302016,27003050230,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378,,
30.4065,-87.6836,Foley,AL,"Baldwin County",36535,30.406243,-87.683596,1,rooftop,302,"Satsuma St W",,,Foley,AL,"Baldwin County",36535,US,"City of Foley",2021,01,01003,Foley,0126992,011503,2004,2,010030115032004,01003011503,"Daphne-Fairhope-Foley, AL",19300,metropolitan,"Mobile-Daphne-Fairhope, AL",380,,
35.5961,-78.1248,Kenly,NC,"Johnston County",27542,35.596095,-78.124814,0.99,nearest_street,100,"US Hwy 301",,,Kenly,NC,"Johnston County",27542,US,"TIGER/Line® dataset from the US Census Bureau",2021,37,37101,Kenly,3735540,040101,1056,1,371010401011056,37101040101,"Raleigh-Cary, NC",39580,metropolitan,"Raleigh-Durham-Cary, NC",450,,
39.969,-82.917,Columbus,OH,"Franklin County",43209,39.968943,-82.916782,1,rooftop,120,"Eastmoor Blvd",,,Columbus,OH,"Franklin County",43209,US,"City of Columbus",2021,39,39049,Columbus,3918000,002740,1015,1,390490027401015,39049002740,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
38.6684,-90.3327,"Saint Louis",MO,"St. Louis County",63130,38.6686,-90.33275,1,rooftop,7510,"Ahern Ave",,,"Saint Louis",MO,"St. Louis County",63130,US,"St Louis",2021,29,29189,"University City",2975220,215700,6011,6,291892157006011,29189215700,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,
42.2781,-74.9165,Delhi,NY,"Delaware County",13753,42.278221,-74.916139,0.99,rooftop,124,"Main St",,,Delhi,NY,"Delaware County",13753,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2021,36,36025,Delhi,3620126,970800,1017,1,360259708001017,36025970800,,,,,,,
36.8348,-81.5148,Marion,VA,"Smyth County",24354,36.834712,-81.514998,1,rooftop,326,"E Main St",,,Marion,VA,"Smyth County",24354,US,"Virginia Geographic Information Network (VGIN)",2021,51,51173,Marion,5149464,030500,1038,1,511730305001038,51173030500,,,,,,,
34.1214,-118.1064,"San Marino",CA,"Los Angeles County",91108,34.121229,-118.106591,1,rooftop,2180,"Huntington Dr",,,"San Marino",CA,"Los Angeles County",91108,US,"Los Angeles",2021,06,06037,"San Marino",0668224,464101,2001,2,060374641012001,06037464101,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
41.5154,-81.56,Cleveland,OH,"Cuyahoga County",44118,41.515368,-81.5594,0.99,rooftop,1624,"Compton Rd",,,Cleveland,OH,"Cuyahoga County",44118,US,Cuyahoga,2021,39,39035,"Cleveland Heights",3916014,140701,1002,1,390351407011002,39035140701,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,
45.2998,-122.7737,Wilsonville,OR,"Clackamas County",97070,45.300082,-122.774089,0.99,rooftop,30485,"SW Boones Ferry Rd",,,Wilsonville,OR,"Clackamas County",97070,US,"Portland Metro",2021,41,41005,Wilsonville,4182800,022708,3008,3,410050227083008,41005022708,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
35.894,-80.5615,Mocksville,NC,"Davie County",27028,35.893928,-80.561329,1,rooftop,26,"Court Sq",,,Mocksville,NC,"Davie County",27028,US,Davie,2021,37,37059,Mocksville,3743720,080500,1031,1,370590805001031,37059080500,"Winston-Salem, NC",49180,metropolitan,"Greensboro--Winston-Salem--High Point, NC",268,,
41.3503,-83.1219,Fremont,OH,"Sandusky County",43420,41.350176,-83.121891,1,rooftop,350,"Rawson Ave",,,Fremont,OH,"Sandusky County",43420,US,Sandusky,2021,39,39143,Fremont,3928826,961500,5006,5,391439615005006,39143961500,"Fremont, OH",23380,micropolitan,"Toledo-Findlay-Tiffin, OH",534,,
41.1743,-80.7298,"Mc Donald",OH,"Trumbull County",44437,41.172791,-80.731277,0.97,rooftop,100,"Ohio Ave",,,"Mc Donald",OH,"Trumbull County",44437,US,Trumbull,2021,39,39155,McDonald,3945934,932500,2000,2,391559325002000,39155932500,"Youngstown-Warren-Boardman, OH-PA",49660,metropolitan,"Youngstown-Warren, OH-PA",566,,
46.2469,-114.1604,Hamilton,MT,"Ravalli County",59840,46.246987,-114.160604,1,rooftop,400,"W Main St",,,Hamilton,MT,"Ravalli County",59840,US,"Montana State Library",2021,30,30081,Hamilton,3033775,000502,2049,2,300810005022049,30081000502,,,,,,,
